event_id,brightness,frp,confidence,day_night,distance_to_industrial,distance_to_refinery,distance_to_powerplant,distance_to_mine,distance_to_gas_facility,distance_to_road,near_industrial_facility,near_refinery,near_powerplant,near_mine,near_gas_facility,forest_pct,cropland_pct,grassland_pct,builtup_pct,water_pct,detections_7d,detections_30d,detections_90d,mean_frp_30d,max_frp_30d,mean_brightness_30d,days_active_30d,persistence_score,frp_deviation,frp_ratio,brightness_deviation,brightness_ratio,osm_query_status,data_quality_flags,candidate_label,verified_label,verification_status
SYN_IND_001,348.43,38.54,50.0,day,1.8302,,1.1826,,,0.9021,1.0,0.0,1.0,0.0,0.0,20.03,8.96,48.48,17.44,5.08,1,16,24,36.1356,65.2053,341.5055,16,0.5333,2.4044,1.088,6.9245,1.0142,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_OTH_001,345.73,6.54,50.0,day,4.9695,,,,,0.5024,0.0,0.0,0.0,0.0,0.0,39.59,38.47,17.95,3.17,0.81,0,0,1,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_002,333.25,10.19,50.0,day,3.403,,,,,0.4416,0.0,0.0,0.0,0.0,0.0,13.33,20.21,36.77,23.83,5.86,0,0,8,,,,0,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_003,347.93,6.91,20.0,day,2.6499,,,,,2.1697,0.0,0.0,0.0,0.0,0.0,20.7,22.9,44.0,6.56,5.84,0,0,0,,,,0,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_004,350.2,7.43,50.0,day,4.0478,,,,,1.6342,0.0,0.0,0.0,0.0,0.0,33.97,21.65,29.94,9.84,4.59,0,2,8,4.7583,6.5965,332.0117,0,0.0667,2.6717,1.5615,18.1883,1.0548,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_005,337.89,11.94,50.0,night,3.4754,,,,,0.9979,0.0,0.0,0.0,0.0,0.0,40.58,31.31,18.82,5.2,4.1,2,4,8,10.2115,11.7462,335.6158,3,0.0667,1.7285,1.1693,2.2742,1.0068,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_006,339.19,11.18,50.0,day,4.3077,,,,,0.2127,0.0,0.0,0.0,0.0,0.0,9.64,33.28,29.19,25.9,1.99,0,3,7,2.3311,3.4943,331.8807,2,0.0,8.8489,4.796,7.3093,1.022,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_007,347.0,3.26,50.0,night,4.5492,,,,,0.223,0.0,0.0,0.0,0.0,0.0,6.9,25.15,28.65,30.73,8.58,0,1,11,2.455,3.1309,335.2574,1,0.0333,0.805,1.3279,11.7426,1.035,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_008,345.81,21.88,20.0,day,3.3194,,,,,0.4873,0.0,0.0,0.0,0.0,0.0,40.99,33.27,14.3,6.88,4.57,1,1,3,23.738,41.1682,345.0188,1,0.0,-1.858,0.9217,0.7912,1.0023,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_009,337.38,7.81,50.0,day,2.5661,,,,,1.9231,0.0,0.0,0.0,0.0,0.0,31.63,28.76,27.1,9.58,2.93,1,3,10,3.5019,5.7135,335.7503,3,0.0333,4.3081,2.2302,1.6297,1.0049,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_010,332.42,7.75,20.0,day,3.8197,,,,,1.538,0.0,0.0,0.0,0.0,0.0,25.25,43.54,27.84,2.82,0.54,0,1,3,4.8896,5.6243,334.3509,0,0.0333,2.8604,1.585,-1.9309,0.9942,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_011,346.18,1.62,50.0,night,3.4822,,,,,0.545,0.0,0.0,0.0,0.0,0.0,23.85,28.13,24.19,20.99,2.85,0,0,6,,,,0,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_012,339.11,5.28,50.0,night,4.4316,,,,,0.3794,0.0,0.0,0.0,0.0,0.0,1.29,22.46,51.84,24.14,0.28,0,3,9,3.8089,5.7986,332.9738,0,0.0667,1.4711,1.3862,6.1362,1.0184,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_013,333.94,8.02,50.0,night,4.8558,,,,,0.4826,0.0,0.0,0.0,0.0,0.0,39.05,38.22,9.13,8.08,5.52,0,0,11,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_014,343.97,11.69,50.0,day,2.4607,,,,,0.5104,0.0,0.0,0.0,0.0,0.0,18.85,20.72,15.47,36.16,8.8,0,0,7,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_015,333.5,13.95,50.0,day,3.3918,,,,,1.8862,0.0,0.0,0.0,0.0,0.0,39.29,24.16,25.2,4.91,6.45,1,2,7,11.7972,14.7544,335.5871,2,0.0,2.1528,1.1825,-2.0871,0.9938,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_016,341.32,19.33,50.0,day,3.0192,,,,,1.9759,0.0,0.0,0.0,0.0,0.0,32.42,39.55,21.05,3.13,3.85,0,4,4,16.5199,21.469,334.7979,2,0.0,2.8101,1.1701,6.5221,1.0195,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_017,345.38,6.96,50.0,day,4.0626,,,,,0.7138,0.0,0.0,0.0,0.0,0.0,7.93,28.47,31.09,31.41,1.1,1,2,3,3.621,4.3374,338.107,0,0.0667,3.339,1.9221,7.273,1.0215,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_018,342.12,13.39,50.0,day,3.1822,,,,,0.3065,0.0,0.0,0.0,0.0,0.0,38.94,33.43,18.62,4.74,4.27,2,3,10,8.752,13.2633,330.3301,0,0.0,4.638,1.5299,11.7899,1.0357,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_019,339.76,5.12,50.0,night,3.8971,,,,,0.501,0.0,0.0,0.0,0.0,0.0,2.05,28.24,45.87,23.6,0.25,2,2,4,5.563,6.2842,335.6774,2,0.0,-0.443,0.9204,4.0826,1.0122,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_020,345.03,6.64,20.0,day,2.3928,,,,,0.7154,0.0,0.0,0.0,0.0,0.0,35.67,48.52,6.08,4.84,4.89,0,0,2,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_021,353.8,8.78,50.0,night,3.3448,,,,,1.9452,0.0,0.0,0.0,0.0,0.0,41.2,32.57,13.93,9.22,3.08,0,7,8,4.9858,7.3366,356.1709,3,0.0667,3.7942,1.761,-2.3709,0.9933,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_022,337.1,9.43,50.0,day,4.1503,,,,,1.3821,0.0,0.0,0.0,0.0,0.0,35.53,44.06,11.13,8.02,1.27,0,6,8,5.0252,8.5269,335.7767,3,0.0667,4.4048,1.8765,1.3233,1.0039,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_023,334.64,10.95,20.0,night,3.8196,,,,,0.6103,0.0,0.0,0.0,0.0,0.0,1.26,32.36,28.47,33.77,4.15,0,2,9,11.9728,16.0325,331.2442,1,0.0,-1.0228,0.9146,3.3958,1.0103,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_024,342.38,11.0,50.0,day,2.0984,,,,,0.291,0.0,0.0,0.0,0.0,0.0,24.04,39.7,16.22,17.55,2.49,0,2,5,3.9487,5.3901,335.9239,0,0.0667,7.0513,2.7857,6.4561,1.0192,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_025,340.46,9.9,50.0,day,4.3218,,,,,1.8642,0.0,0.0,0.0,0.0,0.0,37.24,35.7,11.27,8.84,6.95,0,0,0,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_026,345.35,10.9,20.0,day,3.9687,,,,,0.1208,0.0,0.0,0.0,0.0,0.0,15.27,28.05,23.51,23.31,9.86,0,5,5,9.9842,15.1928,345.7234,4,0.1667,0.9158,1.0917,-0.3734,0.9989,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_027,332.66,4.4,50.0,night,3.2779,,,,,0.3688,0.0,0.0,0.0,0.0,0.0,1.24,27.12,32.3,33.24,6.1,2,4,10,3.4271,4.772,331.4567,1,0.0,0.9729,1.2839,1.2033,1.0036,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_028,339.55,3.09,20.0,night,2.4263,,,,,0.7773,0.0,0.0,0.0,0.0,0.0,12.1,18.92,43.62,22.44,2.92,0,0,11,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_029,336.74,18.73,50.0,night,2.2026,,,,,1.47,0.0,0.0,0.0,0.0,0.0,39.7,33.51,21.53,2.06,3.21,1,2,7,14.3324,16.9563,339.1269,0,0.0,4.3976,1.3068,-2.3869,0.993,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_030,352.68,7.35,50.0,night,3.4471,,,,,0.2979,0.0,0.0,0.0,0.0,0.0,35.41,40.62,18.31,4.76,0.91,2,2,9,2.534,2.9896,353.873,2,0.0667,4.816,2.9006,-1.193,0.9966,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_031,350.95,7.72,50.0,day,3.9612,,,,,0.7826,0.0,0.0,0.0,0.0,0.0,29.15,30.08,28.8,4.36,7.61,0,1,4,2.6104,4.6071,347.9269,1,0.0333,5.1096,2.9574,3.0231,1.0087,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_032,352.28,6.46,50.0,day,2.7857,,,,,0.8009,0.0,0.0,0.0,0.0,0.0,38.96,40.01,16.71,3.94,0.38,0,5,7,3.9819,5.3428,343.4971,3,0.1,2.4781,1.6223,8.7829,1.0256,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_033,347.44,8.68,50.0,night,3.3751,,,,,0.3351,0.0,0.0,0.0,0.0,0.0,27.46,33.95,22.91,10.94,4.73,0,2,2,2.9553,4.8055,340.3769,1,0.0333,5.7247,2.9371,7.0631,1.0208,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_034,346.47,16.04,50.0,night,3.9452,,,,,0.2838,0.0,0.0,0.0,0.0,0.0,29.3,25.69,29.29,10.42,5.29,1,2,6,4.9427,6.61,343.7026,1,0.0,11.0973,3.2452,2.7674,1.0081,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_035,336.09,4.4,50.0,day,2.1186,,,,,1.8288,0.0,0.0,0.0,0.0,0.0,40.36,32.06,16.51,4.65,6.42,0,2,9,2.0138,3.2435,338.6253,1,0.0333,2.3862,2.1849,-2.5353,0.9925,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_036,347.13,10.07,20.0,day,3.1541,,,,,1.5758,0.0,0.0,0.0,0.0,0.0,33.7,28.66,24.85,9.24,3.55,0,0,10,,,,0,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_037,336.99,4.52,50.0,day,4.9581,,,,,0.1002,0.0,0.0,0.0,0.0,0.0,16.03,20.89,46.15,16.57,0.36,0,1,4,2.5888,3.8872,334.975,0,0.0,1.9312,1.746,2.015,1.006,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_038,345.77,10.78,50.0,day,2.2074,,,,,0.8022,0.0,0.0,0.0,0.0,0.0,44.37,31.09,12.99,6.62,4.93,1,4,9,9.1347,10.4727,346.19,4,0.0667,1.6453,1.1801,-0.42,0.9988,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_039,351.38,5.6,50.0,day,4.9673,,,,,0.9099,0.0,0.0,0.0,0.0,0.0,34.08,34.83,23.88,3.54,3.68,2,2,6,5.4557,6.1989,341.6451,0,0.0,0.1443,1.0264,9.7349,1.0285,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
SYN_OTH_040,346.07,8.48,50.0,day,3.0951,,,,,0.3967,0.0,0.0,0.0,0.0,0.0,6.2,20.98,30.07,36.21,6.54,0,2,3,6.4123,7.654,343.2319,2,0.0,2.0677,1.3225,2.8381,1.0083,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,3,3,synthetic
